Time,axis_2_enc_position_resolver_motor,axis_2_actual_position,axis_2_raw_position_resolver_motor,raw_position_2_ext
38395,195.4083251953125,-132.00125228683797,-9084649.0,900
38497,195.4083251953125,-132.00125228683797,-9084649.0,900
38597,195.4083251953125,-132.00125228683797,-9084649.0,900
38694,195.4083251953125,-132.00125228683797,-9368776.0,900
38799,195.4083251953125,-132.00125228683797,-9368776.0,900
38895,34.1839599609375,-132.00125228683797,-9368776.0,900
38995,34.1839599609375,-132.00125228683797,-9368776.0,900
39094,34.1839599609375,-132.00125228683797,-9368776.0,747
39194,34.1839599609375,-132.00125228683797,-9368776.0,747
39308,34.1839599609375,-132.00125228683797,-9368776.0,747
39395,34.1839599609375,-136.45515489806715,-9368776.0,747
39496,34.1839599609375,-136.45515489806715,-9368776.0,747
39595,34.1839599609375,-136.45515489806715,-9669247.0,747
39695,34.1839599609375,-136.45515489806715,-9669247.0,747
39796,34.1839599609375,-136.45515489806715,-9669247.0,747
39899,158.455810546875,-136.45515489806715,-9669247.0,747
40000,158.455810546875,-136.45515489806715,-9669247.0,747
40095,158.455810546875,-136.45515489806715,-9669247.0,747
40196,158.455810546875,-136.45515489806715,-9669247.0,747
40295,158.455810546875,-136.45515489806715,-9669247.0,747
40394,158.455810546875,-140.4338821941361,-9669247.0,747
40496,158.455810546875,-140.4338821941361,-9669247.0,747
40595,54.3548583984375,-140.4338821941361,-9961012.0,747
40698,54.3548583984375,-140.4338821941361,-9961012.0,747
40796,54.3548583984375,-140.4338821941361,-9961012.0,747
40897,54.3548583984375,-140.4338821941361,-9961012.0,747
41001,54.3548583984375,-140.4338821941361,-9961012.0,747
41096,54.3548583984375,-144.57986915688815,-9961012.0,597
41194,54.3548583984375,-144.57986915688815,-9961012.0,597
41308,54.3548583984375,-144.57986915688815,-9961012.0,597
41397,54.3548583984375,-144.57986915688815,-10216279.0,597
41504,54.3548583984375,-144.57986915688815,-10216279.0,597
41597,54.3548583984375,-144.57986915688815,-10216279.0,597
41695,40.3363037109375,-144.57986915688815,-10216279.0,597
41804,40.3363037109375,-144.57986915688815,-10216279.0,597
41896,40.3363037109375,-144.57986915688815,-10216279.0,597
41999,40.3363037109375,-144.57986915688815,-10216279.0,597
42098,40.3363037109375,-144.57986915688815,-10216279.0,597
42194,40.3363037109375,-144.57986915688815,-10216279.0,597
42301,40.3363037109375,-144.57986915688815,-10216279.0,597
42399,40.3363037109375,-144.57986915688815,-10216279.0,597
42496,40.3363037109375,-145.0391447244092,-10216773.0,597
42599,40.3363037109375,-145.0391447244092,-10216773.0,597
42698,37.6446533203125,-145.0391447244092,-10216773.0,597
42794,37.6446533203125,-145.0391447244092,-10216773.0,597
42898,37.6446533203125,-145.0391447244092,-10216773.0,597
42995,37.6446533203125,-145.0391447244092,-10216773.0,597
43096,37.6446533203125,-145.0391447244092,-10216773.0,597
43193,37.6446533203125,-145.0392582940352,-10216773.0,576
43319,37.6446533203125,-145.0392582940352,-10216773.0,576
43397,37.6446533203125,-145.0392582940352,-10216763.0,576
43498,37.6446533203125,-145.0392582940352,-10216763.0,576
43603,37.6446533203125,-145.0392582940352,-10216763.0,576
43696,37.628173828125,-145.0392582940352,-10216763.0,576
43794,37.628173828125,-145.0392582940352,-10216763.0,576
43895,37.628173828125,-145.0392582940352,-10216763.0,576
44031,37.628173828125,-145.0392582940352,-10216763.0,576
44098,37.628173828125,-145.0392866864417,-10216763.0,576
44194,37.628173828125,-145.0392866864417,-10216763.0,576
44310,37.628173828125,-145.0392866864417,-10216763.0,576
44395,37.628173828125,-145.0392866864417,-10216767.0,576
44495,37.628173828125,-145.0392866864417,-10216767.0,576
44594,37.628173828125,-145.0392866864417,-10216767.0,576
44696,37.628173828125,-145.0392866864417,-10216767.0,576
44795,37.628173828125,-145.0392866864417,-10216767.0,576
44895,37.628173828125,-145.0392866864417,-10216767.0,576
44997,37.628173828125,-145.0392866864417,-10216767.0,576
45099,37.628173828125,-145.0393434712547,-10216766.0,576
45212,37.628173828125,-145.0393434712547,-10216766.0,576
45314,37.628173828125,-145.0393434712547,-10216766.0,576
45403,37.6171875,-145.0393434712547,-10216766.0,576
45500,37.6171875,-145.0393434712547,-10216766.0,576
45603,37.6171875,-145.0393434712547,-10216766.0,576
45697,37.6171875,-145.0393434712547,-10216766.0,576
45798,37.6171875,-145.0393434712547,-10216766.0,576
45897,37.6171875,-145.03924409783195,-10216766.0,576
45997,37.6171875,-145.03924409783195,-10216766.0,576
46096,37.6171875,-145.03924409783195,-10216764.0,576
46197,37.6171875,-145.03924409783195,-10216764.0,576
46320,37.6171875,-145.03924409783195,-10216764.0,576
46398,37.6776123046875,-145.03924409783195,-10216764.0,576
46497,37.6776123046875,-145.03924409783195,-10216764.0,576
46597,37.6776123046875,-145.03924409783195,-10216764.0,576
46696,37.6776123046875,-145.03924409783195,-10216764.0,576
46798,37.6776123046875,-145.03924409783195,-10216764.0,576
46894,37.6776123046875,-145.0392015092222,-10216764.0,576
47006,37.6776123046875,-145.0392015092222,-10216764.0,576
47098,37.6776123046875,-145.0392015092222,-10216760.0,576
47195,37.6776123046875,-145.0392015092222,-10216760.0,576
47300,37.6776123046875,-145.0392015092222,-10216760.0,576
47414,37.6226806640625,-145.0392015092222,-10216760.0,576
47499,37.6226806640625,-145.0392015092222,-10216760.0,576
47598,37.6226806640625,-145.0392015092222,-10216760.0,576
47698,37.6226806640625,-145.0392015092222,-10216760.0,576
47797,37.6226806640625,-145.0392015092222,-10216760.0,576
47895,37.6226806640625,-145.0391731168157,-10216760.0,576
48002,37.6226806640625,-145.0391731168157,-10216760.0,576
