Time,axis_3_raw_position_resolver_motor,axis_3_actual_position,raw_position_3_ext
53018,-7723543.0,-87.89297875612962,70
53118,-7723543.0,-87.89297875612962,70
53216,-7723543.0,-87.89297875612962,70
53318,-7723543.0,-87.89297875612962,70
53417,-7846179.0,-89.32331979289627,70
53516,-7846179.0,-89.32331979289627,70
53616,-7846179.0,-89.32331979289627,70
53718,-7846179.0,-89.32331979289627,70
53820,-7846179.0,-89.32331979289627,70
53916,-7846179.0,-89.32331979289627,4070
54018,-7846179.0,-89.32331979289627,4070
54117,-7963562.0,-90.62608953263778,4070
54216,-7963562.0,-90.62608953263778,4070
54317,-7963562.0,-90.62608953263778,4070
54418,-7963562.0,-90.62608953263778,4070
54518,-7963562.0,-90.62608953263778,4070
54617,-7963562.0,-90.62608953263778,4070
54718,-7963562.0,-90.62608953263778,4070
54817,-7963562.0,-92.02458630565081,4070
54917,-7963562.0,-92.02458630565081,4070
55017,-8081846.0,-92.02458630565081,4070
55118,-8081846.0,-92.02458630565081,4070
55217,-8081846.0,-92.02458630565081,4070
55317,-8081846.0,-92.02458630565081,4070
55417,-8081846.0,-92.02458630565081,4070
55518,-8081846.0,-93.54350169929513,4070
55619,-8081846.0,-93.54350169929513,4070
55717,-8081846.0,-93.54350169929513,4070
55817,-8215432.0,-93.54350169929513,3965
55918,-8215432.0,-93.54350169929513,3965
56018,-8215432.0,-93.54350169929513,3965
56117,-8215432.0,-93.54350169929513,3965
56218,-8215432.0,-94.75104714979278,3965
56319,-8215432.0,-94.75104714979278,3965
56417,-8215432.0,-94.75104714979278,3965
56516,-8324283.0,-94.75104714979278,3965
56616,-8324283.0,-94.75104714979278,3965
56717,-8324283.0,-94.75104714979278,3965
56817,-8324283.0,-94.75104714979278,3965
56917,-8324283.0,-96.22577819900393,3965
57018,-8324283.0,-96.22577819900393,3965
57118,-8324283.0,-96.22577819900393,3965
57216,-8456783.0,-96.22577819900393,3965
57318,-8456783.0,-96.22577819900393,3965
57417,-8456783.0,-96.22577819900393,3965
57517,-8456783.0,-96.22577819900393,3965
57617,-8456783.0,-96.22577819900393,3860
57717,-8456783.0,-96.22577819900393,3860
57817,-8456783.0,-96.22577819900393,3860
57917,-8574301.0,-97.6894146016041,3860
58018,-8574301.0,-97.6894146016041,3860
58117,-8574301.0,-97.6894146016041,3860
58217,-8574301.0,-97.6894146016041,3860
58317,-8574301.0,-98.85436392175605,3860
58416,-8574301.0,-98.85436392175605,3860
58517,-8574301.0,-98.85436392175605,3860
58616,-8680668.0,-98.85436392175605,3860
58717,-8680668.0,-98.85436392175605,3860
58816,-8680668.0,-98.85436392175605,3860
58917,-8680668.0,-98.85436392175605,3860
59018,-8680668.0,-100.13624693234735,3860
59117,-8680668.0,-100.13624693234735,3860
59219,-8680668.0,-100.13624693234735,3860
59317,-8794226.0,-100.13624693234735,3860
59418,-8794226.0,-100.13624693234735,3860
59517,-8794226.0,-100.13624693234735,3860
59617,-8794226.0,-100.13624693234735,3860
59717,-8794226.0,-100.13624693234735,3753
59817,-8794226.0,-100.13624693234735,3753
59919,-8794226.0,-100.13624693234735,3753
60017,-8916047.0,-101.61437150374537,3753
60118,-8916047.0,-101.61437150374537,3753
60216,-8916047.0,-101.61437150374537,3753
