Time,axis_3_enc_position_resolver_motor,axis_3_raw_position_resolver_motor,axis_3_actual_position,raw_position_3_ext
109,208.6468505859375,-27554.0,-0.31487772533982655,2748
225,208.6468505859375,-27554.0,-0.31487772533982655,2748
308,208.6468505859375,-27554.0,-0.31487772533982655,2748
420,208.6468505859375,-27554.0,-0.31487772533982655,2748
510,208.6468505859375,-27554.0,-0.31487772533982655,2748
611,208.6468505859375,-27554.0,-0.31479774333542204,2748
718,208.6468505859375,-27554.0,-0.31479774333542204,2748
809,208.6468505859375,-27554.0,-0.31479774333542204,2748
906,208.6468505859375,-27554.0,-0.31479774333542204,2748
1007,208.65234375,-27553.0,-0.31479774333542204,2748
1112,208.65234375,-27553.0,-0.31479774333542204,2748
1211,208.65234375,-27553.0,-0.31479774333542204,2748
1306,208.65234375,-27553.0,-0.31479774333542204,2748
1407,208.65234375,-27553.0,-0.31479774333542204,2748
1514,208.65234375,-27553.0,-0.31479774333542204,2748
1608,208.65234375,-27553.0,-0.31479774333542204,2748
1710,208.65234375,-27540.0,-0.31498055934548946,2748
1808,208.65234375,-27540.0,-0.31498055934548946,2748
1910,208.6468505859375,-27540.0,-0.31498055934548946,2748
2008,208.6468505859375,-27540.0,-0.31498055934548946,2748
2110,208.6468505859375,-27540.0,-0.31498055934548946,2748
2208,208.6468505859375,-27540.0,-0.31498055934548946,2748
2307,208.6468505859375,-27540.0,-0.31498055934548946,2748
2422,208.6468505859375,-27540.0,-0.31498055934548946,2748
2511,208.6468505859375,-27540.0,-0.3148320213373097,2748
2611,208.6468505859375,-27540.0,-0.3148320213373097,2748
2713,208.6468505859375,-27540.0,-0.3148320213373097,2748
2816,208.6468505859375,-27554.0,-0.3148320213373097,2748
2946,208.6468505859375,-27554.0,-0.3148320213373097,2748
3020,208.6468505859375,-27554.0,-0.3148320213373097,2748
3110,208.663330078125,-27554.0,-0.3148320213373097,2748
3205,208.663330078125,-27554.0,-0.3148320213373097,2748
3307,208.663330078125,-27554.0,-0.3148320213373097,2748
3411,208.663330078125,-27554.0,-0.3148320213373097,2748
3505,208.663330078125,-27554.0,-0.3148320213373097,2748
3606,208.663330078125,-27554.0,-0.3148320213373097,2748
3708,208.663330078125,-27552.0,-0.31491200334171415,2748
3810,208.663330078125,-27552.0,-0.31491200334171415,2748
3908,208.663330078125,-27552.0,-0.31491200334171415,2748
4015,208.65234375,-27552.0,-0.31491200334171415,2748
4111,208.65234375,-27552.0,-0.31491200334171415,2748
4206,208.65234375,-27552.0,-0.31491200334171415,2748
4307,208.65234375,-27552.0,-0.31491200334171415,2748
4415,208.65234375,-27552.0,-0.31491200334171415,2748
4508,208.65234375,-27552.0,-0.31491200334171415,2748
4608,208.65234375,-27552.0,-0.3147177613310176,2748
4708,208.65234375,-27552.0,-0.3147177613310176,2748
4807,208.65234375,-27552.0,-0.3147177613310176,2748
4905,208.65234375,-27557.0,-0.3147177613310176,2748
5009,208.65234375,-27557.0,-0.3147177613310176,2748
5106,208.65234375,-27557.0,-0.3147177613310176,2748
5207,208.5919189453125,-27557.0,-0.3147177613310176,2748
5307,208.5919189453125,-27557.0,-0.3147177613310176,2748
5408,208.5919189453125,-27557.0,-0.3147177613310176,2748
5512,208.5919189453125,-27557.0,-0.3147177613310176,2748
5609,208.5919189453125,-27557.0,-0.3147177613310176,2748
5706,208.5919189453125,-27557.0,-0.31491200334171415,2748
5810,208.5919189453125,-27557.0,-0.31491200334171415,2748
5909,208.5919189453125,-27557.0,-0.31491200334171415,2748
6008,208.5919189453125,-27557.0,-0.31491200334171415,2748
6109,208.5919189453125,-27210.0,-0.31491200334171415,2748
6213,208.5919189453125,-27210.0,-0.31491200334171415,2748
6305,208.5919189453125,-27210.0,-0.31491200334171415,2748
6405,210.728759765625,-27210.0,-0.31491200334171415,2748
6506,210.728759765625,-27210.0,-0.31491200334171415,2748
6607,210.728759765625,-27210.0,-0.31491200334171415,2748
6706,210.728759765625,-27210.0,1.8945223123283967,2789
6806,210.728759765625,-27210.0,1.8945223123283967,2789
6913,210.728759765625,243809.0,1.8945223123283967,2789
7008,210.728759765625,243809.0,1.8945223123283967,2789
7113,210.728759765625,243809.0,1.8945223123283967,2789
7205,341.806640625,243809.0,1.8945223123283967,2789
7308,341.806640625,243809.0,1.8945223123283967,2789
7406,341.806640625,243809.0,1.8945223123283967,2789
7509,341.806640625,243809.0,1.8945223123283967,2789
7608,341.806640625,243809.0,1.8945223123283967,2789
7708,341.806640625,243809.0,5.732104587658083,2789
7814,341.806640625,243809.0,5.732104587658083,2789
7906,341.806640625,243809.0,5.732104587658083,2789
8009,341.806640625,566787.0,5.732104587658083,2789
8110,341.806640625,566787.0,5.732104587658083,2789
8209,254.3115234375,566787.0,5.732104587658083,2789
8307,254.3115234375,566787.0,5.732104587658083,2789
8406,254.3115234375,566787.0,5.732104587658083,2789
8507,254.3115234375,566787.0,5.732104587658083,2789
8606,254.3115234375,566787.0,5.732104587658083,2789
8706,254.3115234375,566787.0,5.732104587658083,2789
8806,254.3115234375,566787.0,9.398171167542667,2789
8911,254.3115234375,566787.0,9.398171167542667,2789
9008,254.3115234375,566787.0,9.398171167542667,2789
9113,254.3115234375,896731.0,9.398171167542667,3034
9209,254.3115234375,896731.0,9.398171167542667,3034
9306,254.3115234375,896731.0,9.398171167542667,3034
9415,268.165283203125,896731.0,9.398171167542667,3034
9508,268.165283203125,896731.0,9.398171167542667,3034
9606,268.165283203125,896731.0,9.398171167542667,3034
9710,268.165283203125,896731.0,9.398171167542667,3034
9810,268.165283203125,896731.0,9.398171167542667,3034
9905,268.165283203125,896731.0,13.622569268173699,3034
10005,268.165283203125,896731.0,13.622569268173699,3034
10106,268.165283203125,896731.0,13.622569268173699,3034
10207,47.2576904296875,1258557.0,13.622569268173699,3034
10307,47.2576904296875,1258557.0,13.622569268173699,3034
10405,47.2576904296875,1258557.0,13.622569268173699,3034
10511,47.2576904296875,1258557.0,13.622569268173699,3034
10605,47.2576904296875,1258557.0,13.622569268173699,3034
10707,47.2576904296875,1258557.0,13.622569268173699,3034
10812,47.2576904296875,1258557.0,13.622569268173699,3034
10908,47.2576904296875,1258557.0,17.374605076792474,3034
11011,47.2576904296875,1258557.0,17.374605076792474,3034
11113,47.2576904296875,1258557.0,17.374605076792474,3034
11209,337.6153564453125,1584467.0,17.374605076792474,3034
11306,337.6153564453125,1584467.0,17.374605076792474,3034
11406,337.6153564453125,1584467.0,17.374605076792474,3034
11505,337.6153564453125,1584467.0,17.374605076792474,3315
11607,337.6153564453125,1584467.0,17.374605076792474,3315
11705,337.6153564453125,1584467.0,20.807352723828547,3315
11812,337.6153564453125,1584467.0,20.807352723828547,3315
11910,337.6153564453125,1584467.0,20.807352723828547,3315
12006,337.6153564453125,1584467.0,20.807352723828547,3315
12109,337.6153564453125,1899724.0,20.807352723828547,3315
12211,337.6153564453125,1899724.0,20.807352723828547,3315
12306,34.1619873046875,1899724.0,20.807352723828547,3315
12407,34.1619873046875,1899724.0,20.807352723828547,3315
12506,34.1619873046875,1899724.0,20.807352723828547,3315
12609,34.1619873046875,1899724.0,20.807352723828547,3315
12707,34.1619873046875,1899724.0,20.807352723828547,3315
12806,34.1619873046875,1899724.0,20.807352723828547,3315
12906,34.1619873046875,1899724.0,25.05537979376079,3315
13007,34.1619873046875,1899724.0,25.05537979376079,3315
13109,34.1619873046875,2272617.0,25.05537979376079,3315
13209,34.1619873046875,2272617.0,25.05537979376079,3315
13306,34.1619873046875,2272617.0,25.05537979376079,3315
13406,219.2431640625,2272617.0,25.05537979376079,3315
13509,219.2431640625,2272617.0,25.05537979376079,3315
13605,219.2431640625,2272617.0,25.05537979376079,3315
13706,219.2431640625,2272617.0,25.05537979376079,3315
13805,219.2431640625,2272617.0,25.05537979376079,3315
13907,219.2431640625,2272617.0,28.644023793381834,3591
14008,219.2431640625,2272617.0,28.644023793381834,3591
14114,219.2431640625,2272617.0,28.644023793381834,3591
14210,19.522705078125,2567779.0,28.644023793381834,3591
14308,19.522705078125,2567779.0,28.644023793381834,3591
14406,19.522705078125,2567779.0,28.644023793381834,3591
14508,19.522705078125,2567779.0,28.644023793381834,3591
14607,19.522705078125,2567779.0,28.644023793381834,3591
14707,19.522705078125,2567779.0,28.644023793381834,3591
14810,19.522705078125,2567779.0,28.644023793381834,3591
14912,19.522705078125,2567779.0,28.644023793381834,3591
15010,19.522705078125,2567779.0,28.644023793381834,3591
15106,19.522705078125,2895768.0,32.23915776136027,3591
15207,19.522705078125,2895768.0,32.23915776136027,3591
15306,19.522705078125,2895768.0,32.23915776136027,3591
15406,177.5885009765625,2895768.0,32.23915776136027,3591
15508,177.5885009765625,2895768.0,32.23915776136027,3591
15606,177.5885009765625,2895768.0,32.23915776136027,3591
15712,177.5885009765625,2895768.0,32.23915776136027,3591
15807,177.5885009765625,2895768.0,32.23915776136027,3591
15906,177.5885009765625,2895768.0,32.23915776136027,3591
16005,177.5885009765625,2895768.0,36.58888766289313,3591
16106,177.5885009765625,2895768.0,36.58888766289313,3591
16207,177.5885009765625,3252110.0,36.58888766289313,3591
16307,177.5885009765625,3252110.0,36.58888766289313,3591
16410,177.5885009765625,3252110.0,36.58888766289313,3591
16505,259.5574951171875,3252110.0,36.58888766289313,3877
16605,259.5574951171875,3252110.0,36.58888766289313,3877
16708,259.5574951171875,3252110.0,36.58888766289313,3877
16807,259.5574951171875,3252110.0,36.58888766289313,3877
16917,259.5574951171875,3252110.0,36.58888766289313,3877
17006,259.5574951171875,3556476.0,39.979998963636355,3877
17106,259.5574951171875,3556476.0,39.979998963636355,3877
17208,259.5574951171875,3556476.0,39.979998963636355,3877
17310,83.43017578125,3556476.0,39.979998963636355,3877
17412,83.43017578125,3556476.0,39.979998963636355,3877
17506,83.43017578125,3556476.0,39.979998963636355,3877
17610,83.43017578125,3556476.0,39.979998963636355,3877
17706,83.43017578125,3556476.0,39.979998963636355,3877
17818,83.43017578125,3556476.0,39.979998963636355,3877
17906,83.43017578125,3556476.0,43.83410323587588,3877
18016,83.43017578125,3556476.0,43.83410323587588,3877
18112,83.43017578125,3556476.0,43.83410323587588,3877
18213,83.43017578125,3556476.0,43.83410323587588,3877
18307,83.43017578125,3904186.0,43.83410323587588,3877
18410,83.43017578125,3904186.0,43.83410323587588,3877
18507,83.43017578125,3904186.0,43.83410323587588,3877
18606,246.895751953125,3904186.0,43.83410323587588,3877
18707,246.895751953125,3904186.0,43.83410323587588,3877
18805,246.895751953125,3904186.0,43.83410323587588,3877
18907,246.895751953125,3904186.0,43.83410323587588,3877
19007,246.895751953125,3904186.0,43.83410323587588,3877
19107,246.895751953125,3904186.0,47.87180048622559,48
19212,246.895751953125,3904186.0,47.87180048622559,48
19309,246.895751953125,3904186.0,47.87180048622559,48
19410,16.6278076171875,4263958.0,47.87180048622559,48
19512,16.6278076171875,4263958.0,47.87180048622559,48
19610,16.6278076171875,4263958.0,47.87180048622559,48
19706,16.6278076171875,4263958.0,47.87180048622559,48
19807,16.6278076171875,4263958.0,47.87180048622559,48
19906,16.6278076171875,4263958.0,51.61171330817677,48
20008,16.6278076171875,4263958.0,51.61171330817677,48
20107,16.6278076171875,4263958.0,51.61171330817677,48
20206,16.6278076171875,4585864.0,51.61171330817677,48
20308,16.6278076171875,4585864.0,51.61171330817677,48
20415,16.6278076171875,4585864.0,51.61171330817677,48
20506,14.765625,4585864.0,51.61171330817677,48
20606,14.765625,4585864.0,51.61171330817677,48
20706,14.765625,4585864.0,51.61171330817677,48
20806,14.765625,4585864.0,51.61171330817677,48
20912,14.765625,4585864.0,51.61171330817677,48
21014,14.765625,4585864.0,51.61171330817677,48
21113,14.765625,4585864.0,55.412035395454595,48
21206,14.765625,4585864.0,55.412035395454595,48
21310,14.765625,4585864.0,55.412035395454595,48
21405,8.9593505859375,4921563.0,55.412035395454595,48
21510,8.9593505859375,4921563.0,55.412035395454595,48
21609,8.9593505859375,4921563.0,55.412035395454595,48
21706,8.9593505859375,4921563.0,55.412035395454595,320
21807,8.9593505859375,4921563.0,55.412035395454595,320
21908,8.9593505859375,4921563.0,55.412035395454595,320
22010,8.9593505859375,4921563.0,55.412035395454595,320
22112,8.9593505859375,4921563.0,55.412035395454595,320
