Time,axis_1_raw_position_resolver_motor,axis_1_enc_position_resolver_motor,axis_1_actual_position,raw_position_1_ext
110,13582462.0,90.670166015625,192.81933439295307,2843
213,13582462.0,90.670166015625,192.81939117776608,2843
320,13582462.0,90.670166015625,192.81939117776608,2843
425,13582462.0,90.670166015625,192.81939117776608,2843
529,13582462.0,90.670166015625,192.81939117776608,2843
634,13582457.0,90.714111328125,192.81939117776608,2843
743,13582457.0,90.714111328125,192.81939117776608,2843
844,13582457.0,90.714111328125,192.81939117776608,2843
939,13582457.0,90.714111328125,192.81939117776608,2843
1038,13582457.0,90.714111328125,192.81939117776608,2843
1138,13582457.0,90.714111328125,192.81939117776608,2843
1239,13582457.0,90.714111328125,192.8193769815628,2843
1338,13582457.0,90.714111328125,192.8193769815628,2843
1439,13582457.0,90.714111328125,192.8193769815628,2843
1538,13582453.0,90.714111328125,192.8193769815628,2843
1640,13582453.0,90.714111328125,192.8193769815628,2843
1740,13582453.0,90.703125,192.8193769815628,2843
1846,13582453.0,90.703125,192.8193769815628,2843
1938,13582453.0,90.703125,192.8193769815628,2843
2038,13582453.0,90.703125,192.8193769815628,2843
2141,13582453.0,90.703125,192.8193769815628,2843
2242,13582453.0,90.703125,192.8193769815628,2843
2339,13582453.0,90.703125,192.8193769815628,2843
2438,13582457.0,90.703125,192.81933439295307,2843
2550,13582457.0,90.703125,192.81933439295307,2843
2639,13582457.0,90.703125,192.81933439295307,2843
2738,13582457.0,90.670166015625,192.81933439295307,2843
2839,13582457.0,90.670166015625,192.81933439295307,2843
2939,13582457.0,90.670166015625,192.81933439295307,2843
3040,13582457.0,90.670166015625,192.81933439295307,2843
3138,13582457.0,90.670166015625,192.81933439295307,2843
3238,13582457.0,90.670166015625,192.81933439295307,2843
3338,13582457.0,90.670166015625,192.81933439295307,2843
3439,13582457.0,90.670166015625,192.81939117776608,2843
3540,13582457.0,90.670166015625,192.81939117776608,2843
3639,13582465.0,90.670166015625,192.81939117776608,2843
3739,13582465.0,90.670166015625,192.81939117776608,2843
3842,13582465.0,90.670166015625,192.81939117776608,2843
3938,13582465.0,90.68115234375,192.81939117776608,2843
4039,13582465.0,90.68115234375,192.81939117776608,2843
4139,13582465.0,90.68115234375,192.81939117776608,2843
