Time,axis_1_raw_position_resolver_motor,raw_position_1_ext,axis_1_actual_position
81379,-12337252.0,1058,-174.85114315551297
81484,-12337252.0,1058,-174.85114315551297
81582,-12337252.0,1058,-174.85114315551297
81681,-12337252.0,1058,-174.85114315551297
81780,-12337252.0,1058,-176.49893905526787
81881,-12337252.0,1058,-176.49893905526787
81980,-12461481.0,1058,-176.49893905526787
82083,-12461481.0,1058,-176.49893905526787
82181,-12461481.0,1058,-176.49893905526787
82279,-12461481.0,1058,-176.49893905526787
82383,-12461481.0,1058,-176.49893905526787
82481,-12461481.0,1058,-178.15925600628864
82589,-12461481.0,1058,-178.15925600628864
82682,-12461481.0,1058,-178.15925600628864
82781,-12583366.0,1058,-178.15925600628864
82882,-12583366.0,1058,-178.15925600628864
82979,-12583366.0,1058,-178.15925600628864
83082,-12583366.0,1058,-178.15925600628864
83185,-12583366.0,1058,-178.15925600628864
83279,-12686849.0,1058,-179.77681399312257
83379,-12686849.0,1058,-179.77681399312257
83479,-12686849.0,1010,-179.77681399312257
83582,-12686849.0,1010,-179.77681399312257
83680,-12686849.0,1010,-179.77681399312257
83782,-12686849.0,1010,-179.77681399312257
83885,-12686849.0,1010,-179.77681399312257
83980,-12807085.0,1010,-181.3723110801071
84081,-12807085.0,1010,-181.3723110801071
84180,-12807085.0,1010,-181.3723110801071
84281,-12807085.0,1010,-181.3723110801071
84382,-12807085.0,1010,-181.3723110801071
84480,-12807085.0,1010,-181.3723110801071
84582,-12807085.0,1010,-181.3723110801071
84679,-12807085.0,1010,-183.17098422799546
84782,-12807085.0,1010,-183.17098422799546
84884,-12929817.0,1010,-183.17098422799546
84980,-12929817.0,1010,-183.17098422799546
85079,-12929817.0,1010,-183.17098422799546
85185,-12929817.0,1010,-183.17098422799546
85282,-12929817.0,1010,-183.17098422799546
85378,-12929817.0,964,-184.6637291958616
85480,-12929817.0,964,-184.6637291958616
85580,-13037609.0,964,-184.6637291958616
85682,-13037609.0,964,-184.6637291958616
85781,-13037609.0,964,-184.6637291958616
85882,-13037609.0,964,-184.6637291958616
85982,-13037609.0,964,-184.6637291958616
86080,-13037609.0,964,-186.23321883849343
86182,-13037609.0,964,-186.23321883849343
86282,-13150676.0,964,-186.23321883849343
86384,-13150676.0,964,-186.23321883849343
86479,-13150676.0,964,-186.23321883849343
86582,-13150676.0,964,-186.23321883849343
86683,-13150676.0,964,-186.23321883849343
86781,-13150676.0,964,-187.99618853520985
86885,-13150676.0,964,-187.99618853520985
86980,-13267157.0,964,-187.99618853520985
87081,-13267157.0,964,-187.99618853520985
87182,-13267157.0,964,-187.99618853520985
87280,-13267157.0,917,-189.4657227107634
87380,-13267157.0,917,-189.4657227107634
87479,-13376265.0,917,-189.4657227107634
87582,-13376265.0,917,-189.4657227107634
87681,-13376265.0,917,-189.4657227107634
87780,-13376265.0,917,-189.4657227107634
87883,-13376265.0,917,-189.4657227107634
87980,-13376265.0,917,-191.07131329825816
88082,-13376265.0,917,-191.07131329825816
88180,-13497833.0,917,-191.07131329825816
88281,-13497833.0,917,-191.07131329825816
88381,-13497833.0,917,-191.07131329825816
88481,-13497833.0,917,-191.07131329825816
88580,-13497833.0,917,-191.07131329825816
88680,-13497833.0,917,-191.07131329825816
88780,-13497833.0,917,-191.07131329825816
88880,-13497833.0,917,-192.97796276806065
88983,-13497833.0,917,-192.97796276806065
89081,-13622066.0,917,-192.97796276806065
89182,-13622066.0,917,-192.97796276806065
89284,-13622066.0,917,-192.97796276806065
89378,-13622066.0,871,-192.97796276806065
89481,-13622066.0,871,-192.97796276806065
89582,-13727704.0,871,-194.45600046936053
89689,-13727704.0,871,-194.45600046936053
89781,-13727704.0,871,-194.45600046936053
89880,-13727704.0,871,-194.45600046936053
89982,-13727704.0,871,-194.45600046936053
90085,-13727704.0,871,-194.45600046936053
90183,-13727704.0,871,-194.45600046936053
90282,-13727704.0,871,-194.45600046936053
90381,-13847974.0,871,-196.1006164195876
90483,-13847974.0,871,-196.1006164195876
90583,-13847974.0,871,-196.1006164195876
90684,-13847974.0,871,-196.1006164195876
90782,-13847974.0,871,-196.1006164195876
90885,-13847974.0,871,-196.1006164195876
90986,-13969372.0,871,-197.90445698545872
91079,-13969372.0,871,-197.90445698545872
91181,-13969372.0,871,-197.90445698545872
91281,-13969372.0,824,-197.90445698545872
91379,-13969372.0,824,-197.90445698545872
91481,-13969372.0,824,-197.90445698545872
91581,-13969372.0,824,-197.90445698545872
91688,-13969372.0,824,-197.90445698545872
91783,-14076507.0,824,-199.46520176688898
91885,-14076507.0,824,-199.46520176688898
91982,-14076507.0,824,-199.46520176688898
92081,-14076507.0,824,-199.46520176688898
92182,-14076507.0,824,-199.46520176688898
92280,-14076507.0,824,-199.46520176688898
92385,-14076507.0,824,-199.46520176688898
92479,-14190367.0,824,-201.07536353183002
92581,-14190367.0,824,-201.07536353183002
92681,-14190367.0,824,-201.07536353183002
92781,-14190367.0,824,-201.07536353183002
92881,-14190367.0,824,-201.07536353183002
92980,-14190367.0,824,-201.07536353183002
93085,-14190367.0,824,-201.07536353183002
93182,-14190367.0,824,-202.88969509190235
93280,-14190367.0,824,-202.88969509190235
93379,-14320172.0,777,-202.88969509190235
93483,-14320172.0,777,-202.88969509190235
93579,-14320172.0,777,-202.88969509190235
93683,-14320172.0,777,-202.88969509190235
93787,-14320172.0,777,-202.88969509190235
93882,-14425998.0,777,-204.3733970782987
93980,-14425998.0,777,-204.3733970782987
94081,-14425998.0,777,-204.3733970782987
94181,-14425998.0,777,-204.3733970782987
94284,-14425998.0,777,-205.9172483778623
94379,-14425998.0,777,-205.9172483778623
94489,-14425998.0,777,-205.9172483778623
94581,-14543021.0,777,-205.9172483778623
94680,-14543021.0,777,-205.9172483778623
94779,-14543021.0,777,-205.9172483778623
94882,-14543021.0,777,-205.9172483778623
94981,-14543021.0,777,-205.9172483778623
95080,-14543021.0,777,-205.9172483778623
95180,-14543021.0,777,-205.9172483778623
95280,-14662110.0,730,-207.7548617112635
95380,-14662110.0,730,-207.7548617112635
95478,-14662110.0,730,-207.7548617112635
95582,-14662110.0,730,-207.7548617112635
95680,-14662110.0,730,-207.7548617112635
95786,-14662110.0,730,-207.7548617112635
95882,-14662110.0,730,-207.7548617112635
95980,-14662110.0,730,-209.34551789294
96085,-14662110.0,730,-209.34551789294
96184,-14774478.0,730,-209.34551789294
96282,-14774478.0,730,-209.34551789294
96379,-14774478.0,730,-209.34551789294
96487,-14774478.0,730,-209.34551789294
96585,-14774478.0,730,-209.34551789294
96679,-14774478.0,730,-210.88154708451324
96782,-14774478.0,730,-210.88154708451324
96879,-14889801.0,730,-210.88154708451324
96981,-14889801.0,730,-210.88154708451324
97081,-14889801.0,730,-210.88154708451324
97183,-14889801.0,730,-210.88154708451324
97283,-14889801.0,684,-212.66968664959063
97380,-14889801.0,684,-212.66968664959063
97480,-14889801.0,684,-212.66968664959063
97580,-15021446.0,684,-212.66968664959063
97683,-15021446.0,684,-212.66968664959063
97780,-15021446.0,684,-212.66968664959063
97882,-15021446.0,684,-212.66968664959063
97984,-15021446.0,684,-212.66968664959063
98080,-15021446.0,684,-214.3392169365202
98180,-15021446.0,684,-214.3392169365202
98280,-15121543.0,684,-214.3392169365202
98382,-15121543.0,684,-214.3392169365202
98480,-15121543.0,684,-214.3392169365202
98582,-15121543.0,684,-214.3392169365202
98688,-15121543.0,684,-214.3392169365202
98780,-15223081.0,684,-215.7420005643956
98881,-15223081.0,684,-215.7420005643956
98981,-15223081.0,684,-215.7420005643956
99084,-15223081.0,684,-215.7420005643956
99190,-15223081.0,684,-215.7420005643956
99280,-15223081.0,684,-215.7420005643956
99381,-15223081.0,684,-215.7420005643956
99477,-15349636.0,639,-217.40038683177448
99582,-15349636.0,639,-217.40038683177448
99680,-15349636.0,639,-217.40038683177448
99780,-15349636.0,639,-217.40038683177448
99882,-15349636.0,639,-217.40038683177448
99981,-15349636.0,639,-217.40038683177448
100083,-15349636.0,639,-217.40038683177448
100180,-15465171.0,639,-219.17174648461122
100280,-15465171.0,639,-219.17174648461122
100379,-15465171.0,639,-219.17174648461122
100481,-15465171.0,639,-219.17174648461122
100581,-15465171.0,639,-219.17174648461122
100682,-15465171.0,639,-219.17174648461122
100783,-15465171.0,639,-219.17174648461122
100880,-15571794.0,639,-220.70497902414434
100984,-15571794.0,639,-220.70497902414434
101081,-15571794.0,639,-220.70497902414434
101180,-15571794.0,639,-220.70497902414434
101281,-15571794.0,591,-220.70497902414434
101380,-15571794.0,591,-220.70497902414434
101481,-15571794.0,591,-220.70497902414434
101579,-15692222.0,591,-222.33138124560256
101684,-15692222.0,591,-222.33138124560256
101781,-15692222.0,591,-222.33138124560256
101883,-15692222.0,591,-222.33138124560256
101982,-15692222.0,591,-222.33138124560256
102080,-15692222.0,591,-222.33138124560256
102184,-15692222.0,591,-222.33138124560256
