Time,axis_2_raw_position_resolver_motor,axis_2_actual_position,raw_position_2_ext
107,-8317.0,-0.117927860391857,3829
206,-8307.0,-0.117927860391857,3829
308,-8307.0,-0.117927860391857,3829
408,-8307.0,-0.117927860391857,3829
508,-8307.0,-0.117927860391857,3829
608,-8307.0,-0.117927860391857,3829
707,-8307.0,-0.117927860391857,3829
808,-8307.0,-0.117927860391857,3829
907,-8307.0,-0.11797044900160486,3829
1008,-8307.0,-0.11797044900160486,3829
1108,-8309.0,-0.11797044900160486,3829
1207,-8309.0,-0.11797044900160486,3829
1307,-8309.0,-0.11797044900160486,3829
1409,-8309.0,-0.11797044900160486,3829
1510,-8309.0,-0.11797044900160486,3829
1607,-8309.0,-0.11802723381460203,3829
1708,-8309.0,-0.11802723381460203,3829
1807,-8314.0,-0.11802723381460203,3829
1921,-8314.0,-0.11802723381460203,3829
2008,-8314.0,-0.11802723381460203,3829
2107,-8314.0,-0.11802723381460203,3829
2208,-8314.0,-0.11802723381460203,3829
2306,-8314.0,-0.11802723381460203,3829
2408,-8314.0,-0.11802723381460203,3829
2508,-8314.0,-0.11799884140810345,3829
2607,-8314.0,-0.11799884140810345,3829
2707,-8314.0,-0.11799884140810345,3829
2808,-8306.0,-0.11799884140810345,3829
2908,-8306.0,-0.11799884140810345,3829
3009,-8306.0,-0.11799884140810345,3829
3107,-8306.0,-0.11799884140810345,3829
3206,-8306.0,-0.11799884140810345,3829
3306,-8306.0,-0.11799884140810345,3829
3407,-8306.0,-0.11788527178210913,3829
3508,-8306.0,-0.11788527178210913,3829
3608,-8306.0,-0.11788527178210913,3829
3707,-8308.0,-0.11788527178210913,3829
3808,-8308.0,-0.11788527178210913,3829
3906,-8308.0,-0.11788527178210913,3829
4007,-8308.0,-0.11788527178210913,3829
4107,-8308.0,-0.11788527178210913,3829
4208,-8308.0,-0.11788527178210913,3829
4307,-8308.0,-0.11788527178210913,3829
4408,-8314.0,-0.117927860391857,3829
4508,-8314.0,-0.117927860391857,3829
4606,-8314.0,-0.117927860391857,3829
4707,-8314.0,-0.117927860391857,3829
4807,-8314.0,-0.117927860391857,3829
4908,-8314.0,-0.117927860391857,3829
5007,-8314.0,-0.117927860391857,3829
5107,-8314.0,-0.11799884140810345,3829
5207,-8314.0,-0.11799884140810345,3829
5307,-8304.0,-0.11799884140810345,3829
5409,-8304.0,-0.11799884140810345,3829
5506,-8304.0,-0.11799884140810345,3829
5607,-8304.0,-0.11799884140810345,3829
5707,-8304.0,-0.11799884140810345,3829
5806,-8304.0,-0.11799884140810345,3829
5912,-8304.0,-0.11799884140810345,3829
6006,-8304.0,-0.11799884140810345,3829
6107,-8304.0,-0.11500344252250314,3829
6207,-8304.0,-0.11500344252250314,3829
6310,6535.0,-0.11500344252250314,3829
6407,6535.0,-0.11500344252250314,3829
6510,6535.0,-0.11500344252250314,3829
6607,6535.0,-0.11500344252250314,3829
6708,6535.0,-0.11500344252250314,3829
6808,6535.0,-0.11500344252250314,3853
6908,6535.0,-0.11500344252250314,3853
7007,131642.0,1.4982956833366283,3853
7108,131642.0,1.4982956833366283,3853
7207,131642.0,1.4982956833366283,3853
7309,131642.0,1.4982956833366283,3853
7408,131642.0,1.4982956833366283,3853
7507,131642.0,1.4982956833366283,3853
7607,131642.0,1.4982956833366283,3853
7707,254433.0,3.1085568217004114,3853
7809,254433.0,3.1085568217004114,3853
7907,254433.0,3.1085568217004114,3853
8009,254433.0,3.1085568217004114,3853
8107,254433.0,3.1085568217004114,3853
8207,254433.0,3.1085568217004114,3853
8308,254433.0,3.1085568217004114,3853
8406,254433.0,5.189095585103444,3853
8508,254433.0,5.189095585103444,3853
8606,398685.0,5.189095585103444,3853
8709,398685.0,5.189095585103444,3853
